Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Services Sciences, Management, and Engineering (SSME) and Its Relation to Academic Disciplines","Services Science","","","","10.1007/978-3-540-74489-4_2","Jim Spohrer Ph. D.","2008","http://link.springer.com/chapter/10.1007/978-3-540-74489-4_2","Chapter"
"Non-industrial Private Forestry Service Markets in a Flux: Results from a Qualitative Analysis on Finland","Small-scale Forestry","","12","4","10.1007/s11842-012-9231-1","O. MattilaA. ToppinenM. TervoS. Berghäll","2013","http://link.springer.com/article/10.1007/s11842-012-9231-1","Article"
"Successful Value Co-creation Exchanges: A VSA Contribution","Social Dynamics in a Systems Perspective","","","","10.1007/978-3-319-61967-5_2","Francesco Polese","2018","http://link.springer.com/chapter/10.1007/978-3-319-61967-5_2","Chapter"
"A Service logic for Service Science","Service Science, Management and Engineering Education for the 21st Century","","","","10.1007/978-0-387-76578-5_14","Stephen L. VargoRobert F. Lusch","2008","http://link.springer.com/chapter/10.1007/978-0-387-76578-5_14","Chapter"
"Kundenwert und Wertkreation","Wertkreation in Kundennutzungsprozessen","","","","10.1007/978-3-658-15980-1_2","Lucas Pfisterer","2017","http://link.springer.com/chapter/10.1007/978-3-658-15980-1_2","Chapter"
"Models of performance and value measurement in service systems","New Business Models and Value Creation: A Service Science Perspective","","","","10.1007/978-88-470-2838-8_7","Roberto BarontiniLino CinquiniRiccardo GiannettiAndrea Tenucci","2013","http://link.springer.com/chapter/10.1007/978-88-470-2838-8_7","Chapter"
"The Co-Creation and Co-Destruction of Value Through Language: An Analysis of University Service Provision to Industry Within Shifting Paradigms","Proceedings of the 2008 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-10963-3_33","Anthony Lowrie","2015","http://link.springer.com/chapter/10.1007/978-3-319-10963-3_33","Chapter"
"A Test of Two Skew Models to Explain Cooperative Breeding","Journal of Bioeconomics","","9","1","10.1007/s10818-007-9012-7","Deby L. CassillIndira KuriachanS. Bradleigh Vinson","2007","http://link.springer.com/article/10.1007/s10818-007-9012-7","Article"
"Service and Science","The Science of Service Systems","","","","10.1007/978-1-4419-8270-4_18","James C. SpohrerHaluk DemirkanVikas Krishna","2011","http://link.springer.com/chapter/10.1007/978-1-4419-8270-4_18","Chapter"
"Quality management as a driver of innovation in the service industry","Service Business","","12","3","10.1007/s11628-017-0360-7","Tomás Félix González-CruzNorat Roig-TiernoDolores Botella-Carrubí","2018","http://link.springer.com/article/10.1007/s11628-017-0360-7","Article"
"Marketing for sustai nable living","Planetary Praxis & Pedagogy","","","","10.1007/978-94-6300-214-1_3","Richard J. Varey","2015","http://link.springer.com/chapter/10.1007/978-94-6300-214-1_3","Chapter"
"Performance Assessment of Co-creation Initiatives: A Conceptual Framework for Measuring the Value of Idea Contests","Evolution of Innovation Management","","","","10.1057/9781137299994_2","Volker Bilgram","2013","http://link.springer.com/chapter/10.1057/9781137299994_2","Chapter"
"Capability Sourcing Modeling","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-319-07869-4_7","Laleh RafatiGeert Poels","2014","http://link.springer.com/chapter/10.1007/978-3-319-07869-4_7","Chapter"
"Communication and Social Regulation in Termites","Social Recognition in Invertebrates","","","","10.1007/978-3-319-17599-7_11","Anne-Geneviève BagnèresRobert Hanus","2015","http://link.springer.com/chapter/10.1007/978-3-319-17599-7_11","Chapter"
"A descriptive model of the consumer co-production process","Journal of the Academy of Marketing Science","","36","1","10.1007/s11747-007-0061-1","Michael Etgar","2008","http://link.springer.com/article/10.1007/s11747-007-0061-1","Article"
"Service as Artifact: Reconsideration of Value Cocreation","Serviceology for Smart Service System","","","","10.1007/978-4-431-56074-6_34","Kanji UedaTakeshi TakenakaNariaki Nishino","2017","http://link.springer.com/chapter/10.1007/978-4-431-56074-6_34","Chapter"
"Acclimation of Antarctic bottom-ice algal communities to lowered salinities during melting","Polar Biology","","27","11","10.1007/s00300-004-0636-y","K. G. RyanP. RalphA. McMinn","2004","http://link.springer.com/article/10.1007/s00300-004-0636-y","Article"
"Specification of UGB","User Generated Branding","","","","10.1007/978-3-8349-8857-7_3","Ulrike Arnhold","2010","http://link.springer.com/chapter/10.1007/978-3-8349-8857-7_3","Chapter"
"Developing a new conceptual framework for experience and value creation","Service Business","","","","10.1007/s11628-018-0379-4","Blanca Hernández-OrtegaJosé L. Franco","2018","http://link.springer.com/article/10.1007/s11628-018-0379-4","Article"
"Introduction","Innovating in Practice","","","","10.1007/978-3-319-43380-6_1","Tiziana Russo-SpenaCristina MeleMaaria Nuutinen","2017","http://link.springer.com/chapter/10.1007/978-3-319-43380-6_1","Chapter"
"Vom Produkt-Marketing zum Marketing für Mobile-Use-Leistungen","Marketing Review St. Gallen","","31","5","10.1365/s11621-014-0399-y","Prof. Dr. Frank JacobDipl.-Kffr. Katherina Bruns","2014","http://link.springer.com/article/10.1365/s11621-014-0399-y","Article"
"Marketing Dynamic Capabilities: A Review Of Conceptualization And Development, Foundations And Future Research Agenda","Marketing Dynamism & Sustainability: Things Change, Things Stay the Same…","","","","10.1007/978-3-319-10912-1_191","Denis Khantimirov","2015","http://link.springer.com/chapter/10.1007/978-3-319-10912-1_191","Chapter"
"e-services Development in the Collaborative World","Strategic Innovative Marketing","","","","10.1007/978-3-319-33865-1_19","George BithasDamianos P. Sakas","2017","http://link.springer.com/chapter/10.1007/978-3-319-33865-1_19","Chapter"
"Emotionally Attached: Neural Correlates of First Choice Employer Brands - An fMRI Study","The Customer is NOT Always Right? Marketing Orientationsin a Dynamic Business World","","","","10.1007/978-3-319-50008-9_23","Linn Viktoria RamplChristian OpitzIsabell M. WelpePeter Kenning","2017","http://link.springer.com/chapter/10.1007/978-3-319-50008-9_23","Chapter"
"Co-Creation of Value in the Brazilian Private Higher Educational Service","The Sustainable Global Marketplace","","","","10.1007/978-3-319-10873-5_102","Flávio Régio Brambilla","2015","http://link.springer.com/chapter/10.1007/978-3-319-10873-5_102","Chapter"
"Examining the “Service” of Business Education for Women: A Service-Dominant Logic Perspective","Encyclopedia of Educational Philosophy and Theory","","","","10.1007/978-981-287-532-7_427-1","Kellilynn M. FriasJames R. Carver","2016","http://link.springer.com/referenceworkentry/10.1007/978-981-287-532-7_427-1","ReferenceWorkEntry"
"What is being exchanged? Framing the logic of value creation in financial services","Journal of Financial Services Marketing","","19","1","10.1057/fsm.2014.1","Pekka PuustinenHannu SaarijärviPeter Maas","2014","http://link.springer.com/article/10.1057/fsm.2014.1","Article"
"Value creation versus destruction: The relationship between consumers, marketers and financiers","Journal of Brand Management","","20","2","10.1057/bm.2012.46","Bernard CovaBernard Paranque","2012","http://link.springer.com/article/10.1057/bm.2012.46","Article"
"Service Dominant Logic – An Example of Competitive Advantage","Looking Forward, Looking Back: Drawing on the Past to Shape the Future of Marketing","","","","10.1007/978-3-319-24184-5_41","Kenneth Le Meunier-FitzHughLeslie Le Meunier-FitzHughRoger PalmerMoria ClarkNeil Hair","2016","http://link.springer.com/chapter/10.1007/978-3-319-24184-5_41","Chapter"
"Practice-Based Approaches to Learning and Innovating","Innovating in Practice","","","","10.1007/978-3-319-43380-6_5","Katri KallioTiziana Russo-SpenaInka LappalainenCristina Mele","2017","http://link.springer.com/chapter/10.1007/978-3-319-43380-6_5","Chapter"
"Enkephalins, Endorphins, and Psychiatric Disease","Current Themes in Psychiatry","","","","10.1007/978-1-349-07746-5_5","W. J. Jeffcoate","1985","http://link.springer.com/chapter/10.1007/978-1-349-07746-5_5","Chapter"
"An impactful crowdsourcing intermediary design - a case of a service imagery crowdsourcing system","Information Systems Frontiers","","20","4","10.1007/s10796-016-9700-8","Soe-Tsyr Daphne YuanChing-Fang Hsieh","2018","http://link.springer.com/article/10.1007/s10796-016-9700-8","Article"
"Évaluation du risque de la sédation par propofol en endoscopie digestive par le gastroentérologue: revue de la littérature","Acta Endoscopica","","41","1","10.1007/s10190-010-0133-9","A. LaquièreC. BoustièreD. Heresbach","2011","http://link.springer.com/article/10.1007/s10190-010-0133-9","Article"
"The DNA of Tourism Service Innovation: A Quadruple Helix Approach","Journal of the Knowledge Economy","","5","1","10.1007/s13132-014-0183-x","Peter Björk","2014","http://link.springer.com/article/10.1007/s13132-014-0183-x","Article"
"Poison Gland of Queen Fire Ants (Solenopsis invicta) is the Source of a Primer  Pheromone","Naturwissenschaften","","84","11","10.1007/s001140050435","Edward L. Vargo","1997","http://link.springer.com/article/10.1007/s001140050435","Article"
"Allee effect in termite colony formation: influence of alate density and flight timing on pairing success and survivorship","Insectes Sociaux","","65","1","10.1007/s00040-017-0580-9","A. KusakaK. Matsuura","2018","http://link.springer.com/article/10.1007/s00040-017-0580-9","Article"
"Co-creation of Value in IT Service Processes Using Semantic MediaWiki","Business Process Management Workshops","","","","10.1007/978-3-642-12186-9_24","Rainer SchmidtFrank DenglerAxel Kieninger","2010","http://link.springer.com/chapter/10.1007/978-3-642-12186-9_24","Chapter"
"The ‘floppy-wing’ morph of the subterranean termite Reticulitermes labralis has a secondary reproductive function","Insectes Sociaux","","62","2","10.1007/s00040-015-0392-8","L.-X. XingJ. WuK. WangX.-H. KongM.-H. LiuX.-H. Su","2015","http://link.springer.com/article/10.1007/s00040-015-0392-8","Article"
"Theoretical Framework for Remote Service Adoption and Continued Usage","Acceptance of Remote Services","","","","10.1007/978-3-8349-8533-0_3","Nancy V. Wünderlich","2010","http://link.springer.com/chapter/10.1007/978-3-8349-8533-0_3","Chapter"
"A service-oriented framework to the design of information system service","Journal of Service Science Research","","7","2","10.1007/s12927-015-0003-2","Valter Castelhano de OliveiraJosé Reinaldo Silva","2015","http://link.springer.com/article/10.1007/s12927-015-0003-2","Article"
"Introduction to Service Experience and Co-creation","Services Marketing Cases in Emerging Markets","","","","10.1007/978-3-319-32970-3_1","Sanjit Kumar Roy","2017","http://link.springer.com/chapter/10.1007/978-3-319-32970-3_1","Chapter"
"Embedding the New Discipline of Service Science","The Science of Service Systems","","","","10.1007/978-1-4419-8270-4_2","Irene NgRoger MaullLaura Smith","2011","http://link.springer.com/chapter/10.1007/978-1-4419-8270-4_2","Chapter"
"Akzeptanz anbieterseitiger Integration in die Alltagsprozesse der Konsumenten: Erste empirische Ergebnisse","Zeitschrift für Betriebswirtschaft","","81","5","10.1007/s11573-011-0501-8","Univ.-Prof. Dr. Rolf WeiberDipl.-Kfm. Robert HörstrupDipl.-Volksw. Dipl.-Kfm. Daniel Mühlhaus","2011","http://link.springer.com/article/10.1007/s11573-011-0501-8","Article"
"Stakeholder marketing: theoretical foundations and required capabilities","Journal of the Academy of Marketing Science","","43","4","10.1007/s11747-015-0424-y","Bas HillebrandPaul H. DriessenOliver Koll","2015","http://link.springer.com/article/10.1007/s11747-015-0424-y","Article"
"Towards Service Science: Recent Developments and Applications","Advances in Systems Science","","","","10.1007/978-3-319-01857-7_63","Katarzyna CieślińskaJolanta Mizera-PietraszkoAbdulhakim F. Zantuti","2014","http://link.springer.com/chapter/10.1007/978-3-319-01857-7_63","Chapter"
"Rarefaction and compressibility effects on steady and transient gas flows in microchannels","Microfluidics and Nanofluidics","","1","3","10.1007/s10404-004-0002-y","Stéphane Colin","2005","http://link.springer.com/article/10.1007/s10404-004-0002-y","Article"
"Marriage of Inconvenience: Value Co-Destruction in an Inter-Dependent Supply Chain Relationship","Marketing Dynamism & Sustainability: Things Change, Things Stay the Same…","","","","10.1007/978-3-319-10912-1_131","Javier Marcos-CuevasMatias EnzMarko BastlMark Johnson","2015","http://link.springer.com/chapter/10.1007/978-3-319-10912-1_131","Chapter"
"The Fundaments of Intelligence in the Future Health Policy","Intelligent Health Policy","","","","10.1007/978-3-319-69596-9_8","Petri VirtanenJari Stenvall","2018","http://link.springer.com/chapter/10.1007/978-3-319-69596-9_8","Chapter"
"Stereotactic Body Radiotherapy","Alternate Fractionation in Radiotherapy","","","","10.1007/174_2017_38","Gargi Kothari MBBS, FRANZCRSimon S. Lo MD, FACRMatthew Foote MBBS, FRANZCRArjun Sahgal MD, FRCPCIrene Karam MD CM, FRCPCMichael Lock MD, CCFP, FRCPC, FCFPGerrit J. Blom MDMatthias Guckenberger MDBen J. Slotman MD, PhDShankar Siva MBBS, PhD, FRANZCR","2018","http://link.springer.com/chapter/10.1007/174_2017_38","Chapter"
"Entrepreneurial Initiatives, Organizational Performance and Value Co-Creation: Evidence from a Business-to-Business Context","Entrepreneurial Challenges in the 21st Century","","","","10.1057/9781137479761_10","Nicola CobelliIlenia ConfenteIvan Russo","2015","http://link.springer.com/chapter/10.1057/9781137479761_10","Chapter"
